zone_idx,zone_name,zone_area_km2,zone_size_class,centroid_lat,centroid_lon,slot_idx,slot_name,day_of_week,day_name,shift,shift_name,shift_window,H_total_min,briefing_min,paperwork_min,meal_min,call_burden_min,travel_min,total_deduction_min,F_zt_minutes,F_zt_hours,F_zt_pct_of_shift,interpretation
6,Zone_7,13.716,medium,35.2278,-89.7694,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
6,Zone_7,13.716,medium,35.2278,-89.7694,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_7 has 320 min for proactive patrol during Day shift
6,Zone_7,13.716,medium,35.2278,-89.7694,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_7 has 290 min for proactive patrol during Evening shift
6,Zone_7,13.716,medium,35.2278,-89.7694,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_7 has 335 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
7,Zone_8,4.693,small,35.2104,-89.7946,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,15,150,330,5.5,68.8,Officer in Zone_8 has 330 min for proactive patrol during Day shift
7,Zone_8,4.693,small,35.2104,-89.7946,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,15,180,300,5.0,62.5,Officer in Zone_8 has 300 min for proactive patrol during Evening shift
7,Zone_8,4.693,small,35.2104,-89.7946,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,15,135,345,5.75,71.9,Officer in Zone_8 has 345 min for proactive patrol during Night shift
